"","DISTRICTE","DATA_REFERENCIA","BARRI","NACIONALITAT","SEXE","POBLACIO","perimeter","area"
"262",2,2013,"MONTSERRAT                    ","ESPANYA                       ","Home",8,9905.9888,3888175.6405
"263",2,2013,"MONTSERRAT                    ","MARROC, EL                    ","Home",10,9905.9888,3888175.6405
"264",2,2011,"CA N ANGLADA                  ","BOLÍVIA                       ","Dona",4,9905.9888,3888175.6405
"265",2,2011,"CA N ANGLADA                  ","COLÒMBIA                      ","Home",2,9905.9888,3888175.6405
"266",2,2011,"TORRE-SANA                    ","MARROC, EL                    ","Dona",8,9905.9888,3888175.6405
"267",2,2011,"CA N ANGLADA                  ","JORDÀNIA                      ","Dona",2,9905.9888,3888175.6405
"268",2,2012,"VILARDELL                     ","ESPANYA                       ","Home",2,9905.9888,3888175.6405
"269",2,2014,"CA N ANGLADA                  ","PAÏSOS BAIXOS, ELS            ","Home",1,9905.9888,3888175.6405
"270",2,2012,"CA N ANGLADA                  ","COLÒMBIA                      ","Home",1,9905.9888,3888175.6405
"271",2,2012,"CA N ANGLADA                  ","CUBA                          ","Home",1,9905.9888,3888175.6405
"272",2,2012,"CA N ANGLADA                  ","EGIPTE                        ","Home",1,9905.9888,3888175.6405
"273",2,2012,"CA N ANGLADA                  ","EQUADOR, L                    ","Dona",2,9905.9888,3888175.6405
"274",2,2011,"CA N ANGLADA                  ","ROMANIA                       ","Home",1,9905.9888,3888175.6405
"275",2,2013,"CA N ANGLADA                  ","EQUADOR, L                    ","Dona",2,9905.9888,3888175.6405
"276",2,2013,"CA N ANGLADA                  ","ESPANYA                       ","Dona",40,9905.9888,3888175.6405
"277",2,2015,"CA N ANGLADA                  ","EQUADOR, L                    ","Dona",1,9905.9888,3888175.6405
"278",2,2011,"TORRE-SANA                    ","ESPANYA                       ","Dona",53,9905.9888,3888175.6405
"279",2,2012,"TORRE-SANA                    ","MARROC, EL                    ","Dona",1,9905.9888,3888175.6405
"280",2,2013,"CA N ANGLADA                  ","NIGÈRIA                       ","Dona",2,9905.9888,3888175.6405
"281",2,2011,"CA N ANGLADA                  ","GUINEA EQUATORIAL, LA         ","Dona",1,9905.9888,3888175.6405
"282",2,2011,"CA N ANGLADA                  ","GUINEA, LA                    ","Dona",1,9905.9888,3888175.6405
"283",2,2011,"CA N ANGLADA                  ","HONDURES                      ","Dona",1,9905.9888,3888175.6405
"284",2,2011,"CA N ANGLADA                  ","MARROC, EL                    ","Dona",47,9905.9888,3888175.6405
"285",2,2011,"CA N ANGLADA                  ","REPÚBLICA DOMINICANA, LA      ","Home",1,9905.9888,3888175.6405
"286",2,2013,"CA N ANGLADA                  ","XINA, LA                      ","Dona",3,9905.9888,3888175.6405
"287",2,2013,"DISSEMINATS                   ","ESPANYA                       ","Home",1,9905.9888,3888175.6405
"288",2,2013,"CA N ANGLADA                  ","SENEGAL, EL                   ","Home",1,9905.9888,3888175.6405
"289",2,2012,"MONTSERRAT                    ","ESPANYA                       ","Home",4,9905.9888,3888175.6405
"290",2,2013,"CA N ANGLADA                  ","GÀMBIA                        ","Home",1,9905.9888,3888175.6405
"291",2,2013,"CA N ANGLADA                  ","HONDURES                      ","Home",1,9905.9888,3888175.6405
"292",2,2013,"CA N ANGLADA                  ","MARROC, EL                    ","Home",52,9905.9888,3888175.6405
"293",2,2013,"CA N ANGLADA                  ","COLÒMBIA                      ","Dona",1,9905.9888,3888175.6405
"294",2,2013,"CA N ANGLADA                  ","COLÒMBIA                      ","Home",1,9905.9888,3888175.6405
"295",2,2013,"CA N ANGLADA                  ","ESPANYA                       ","Home",35,9905.9888,3888175.6405
"296",2,2012,"CA N ANGLADA                  ","ESPANYA                       ","Home",39,9905.9888,3888175.6405
"297",2,2013,"CA N ANGLADA                  ","MARROC, EL                    ","Dona",43,9905.9888,3888175.6405
"298",2,2013,"CA N ANGLADA                  ","PARAGUAI, EL                  ","Home",1,9905.9888,3888175.6405
"299",2,2013,"CA N ANGLADA                  ","REPÚBLICA DOMINICANA, LA      ","Dona",2,9905.9888,3888175.6405
"300",2,2013,"CA N ANGLADA                  ","ROMANIA                       ","Home",1,9905.9888,3888175.6405
"301",2,2016,"TORRE-SANA                    ","ESPANYA                       ","Dona",8,9905.9888,3888175.6405
"302",2,2014,"SECTOR MONTSERRAT             ","ESPANYA                       ","Home",4,9905.9888,3888175.6405
"303",2,2014,"TORRE-SANA                    ","ESPANYA                       ","Dona",47,9905.9888,3888175.6405
"304",2,2013,"TORRE-SANA                    ","BOLÍVIA                       ","Home",1,9905.9888,3888175.6405
"305",2,2013,"CA N ANGLADA                  ","ALGÈRIA                       ","Home",1,9905.9888,3888175.6405
"306",2,2011,"CA N ANGLADA                  ","EQUADOR, L                    ","Home",5,9905.9888,3888175.6405
"307",2,2011,"CA N ANGLADA                  ","ESPANYA                       ","Home",31,9905.9888,3888175.6405
"308",2,2014,"CA N ANGLADA                  ","MARROC, EL                    ","Dona",30,9905.9888,3888175.6405
"309",2,2016,"CA N ANGLADA                  ","MARROC, EL                    ","Home",5,9905.9888,3888175.6405
"310",2,2011,"CA N ANGLADA                  ","PAKISTAN, EL                  ","Home",1,9905.9888,3888175.6405
"311",2,2011,"CA N ANGLADA                  ","PARAGUAI, EL                  ","Home",2,9905.9888,3888175.6405
"312",2,2011,"CA N ANGLADA                  ","PERÚ, EL                      ","Dona",1,9905.9888,3888175.6405
"313",2,2011,"CA N ANGLADA                  ","REPÚBLICA DOMINICANA, LA      ","Dona",2,9905.9888,3888175.6405
"314",2,2014,"CA N ANGLADA                  ","MARROC, EL                    ","Home",46,9905.9888,3888175.6405
"315",2,2014,"CA N ANGLADA                  ","NIGÈRIA                       ","Dona",1,9905.9888,3888175.6405
"316",2,2014,"CA N ANGLADA                  ","NIGÈRIA                       ","Home",1,9905.9888,3888175.6405
"317",2,2014,"TORRE-SANA                    ","MARROC, EL                    ","Dona",3,9905.9888,3888175.6405
"318",2,2014,"TORRE-SANA                    ","REPÚBLICA DOMINICANA, LA      ","Home",1,9905.9888,3888175.6405
"319",2,2014,"VILARDELL                     ","ESPANYA                       ","Dona",7,9905.9888,3888175.6405
"320",2,2015,"TORRE-SANA                    ","MARROC, EL                    ","Dona",3,9905.9888,3888175.6405
"321",2,2015,"TORRE-SANA                    ","MARROC, EL                    ","Home",3,9905.9888,3888175.6405
"322",2,2015,"TORRE-SANA                    ","PERÚ, EL                      ","Home",1,9905.9888,3888175.6405
"323",2,2013,"CA N ANGLADA                  ","SENEGAL, EL                   ","Dona",3,9905.9888,3888175.6405
"324",2,2013,"CA N ANGLADA                  ","SÍRIA                         ","Dona",1,9905.9888,3888175.6405
"325",2,2013,"CA N ANGLADA                  ","VENEÇUELA                     ","Dona",1,9905.9888,3888175.6405
"326",2,2014,"CA N ANGLADA                  ","ESPANYA                       ","Home",29,9905.9888,3888175.6405
"327",2,2016,"MONTSERRAT                    ","XINA, LA                      ","Home",1,9905.9888,3888175.6405
"328",2,2016,"CA N ANGLADA                  ","ESPANYA                       ","Home",9,9905.9888,3888175.6405
"329",2,2016,"CA N ANGLADA                  ","SENEGAL, EL                   ","Home",1,9905.9888,3888175.6405
"330",2,2012,"MONTSERRAT                    ","MARROC, EL                    ","Dona",9,9905.9888,3888175.6405
"331",2,2012,"SECTOR MONTSERRAT             ","ESPANYA                       ","Dona",3,9905.9888,3888175.6405
"332",2,2013,"TORRE-SANA                    ","ESPANYA                       ","Dona",32,9905.9888,3888175.6405
"333",2,2013,"TORRE-SANA                    ","ESPANYA                       ","Home",38,9905.9888,3888175.6405
"334",2,2013,"TORRE-SANA                    ","MARROC, EL                    ","Home",3,9905.9888,3888175.6405
"335",2,2013,"TORRE-SANA                    ","PARAGUAI, EL                  ","Dona",1,9905.9888,3888175.6405
"336",2,2015,"CA N ANGLADA                  ","ESPANYA                       ","Home",31,9905.9888,3888175.6405
"337",2,2013,"VILARDELL                     ","MARROC, EL                    ","Dona",1,9905.9888,3888175.6405
"338",2,2014,"CA N ANGLADA                  ","ESPANYA                       ","Dona",46,9905.9888,3888175.6405
"339",2,2016,"MONTSERRAT                    ","MARROC, EL                    ","Home",1,9905.9888,3888175.6405
"340",2,2014,"SECTOR MONTSERRAT             ","ESPANYA                       ","Dona",6,9905.9888,3888175.6405
"341",2,2015,"CA N ANGLADA                  ","MARROC, EL                    ","Home",36,9905.9888,3888175.6405
"342",2,2015,"CA N ANGLADA                  ","PARAGUAI, EL                  ","Home",2,9905.9888,3888175.6405
"343",2,2016,"CA N ANGLADA                  ","XINA, LA                      ","Dona",1,9905.9888,3888175.6405
"344",2,2016,"MONTSERRAT                    ","ESPANYA                       ","Home",3,9905.9888,3888175.6405
"345",2,2012,"TORRE-SANA                    ","ESPANYA                       ","Home",59,9905.9888,3888175.6405
"346",2,2011,"CA N ANGLADA                  ","EQUADOR, L                    ","Dona",2,9905.9888,3888175.6405
"347",2,2013,"TORRE-SANA                    ","XINA, LA                      ","Dona",1,9905.9888,3888175.6405
"348",2,2014,"CA N ANGLADA                  ","GHANA                         ","Home",1,9905.9888,3888175.6405
"349",2,2013,"VILARDELL                     ","ESPANYA                       ","Home",3,9905.9888,3888175.6405
"350",2,2016,"CA N ANGLADA                  ","SENEGAL, EL                   ","Dona",1,9905.9888,3888175.6405
"351",2,2016,"MONTSERRAT                    ","ESPANYA                       ","Dona",1,9905.9888,3888175.6405
"352",2,2014,"MONTSERRAT                    ","UCRAÏNA                       ","Home",1,9905.9888,3888175.6405
"353",2,2015,"CA N ANGLADA                  ","COLÒMBIA                      ","Home",1,9905.9888,3888175.6405
"354",2,2014,"DISSEMINATS                   ","ESPANYA                       ","Dona",1,9905.9888,3888175.6405
"355",2,2014,"MONTSERRAT                    ","GÀMBIA                        ","Dona",1,9905.9888,3888175.6405
"356",2,2015,"CA N ANGLADA                  ","ROMANIA                       ","Dona",2,9905.9888,3888175.6405
"357",2,2014,"CA N ANGLADA                  ","PARAGUAI, EL                  ","Dona",2,9905.9888,3888175.6405
"358",2,2016,"MONTSERRAT                    ","MARROC, EL                    ","Dona",2,9905.9888,3888175.6405
"359",2,2016,"SECTOR MONTSERRAT             ","ESPANYA                       ","Dona",1,9905.9888,3888175.6405
"360",2,2016,"TORRE-SANA                    ","ESPANYA                       ","Home",10,9905.9888,3888175.6405
"361",2,2016,"TORRE-SANA                    ","SENEGAL, EL                   ","Home",1,9905.9888,3888175.6405
"362",2,2013,"VILARDELL                     ","ESPANYA                       ","Dona",4,9905.9888,3888175.6405
"363",2,2014,"MONTSERRAT                    ","ESPANYA                       ","Dona",5,9905.9888,3888175.6405
"364",2,2014,"MONTSERRAT                    ","MARROC, EL                    ","Home",8,9905.9888,3888175.6405
"365",2,2014,"MONTSERRAT                    ","ESPANYA                       ","Home",8,9905.9888,3888175.6405
"366",2,2016,"CA N ANGLADA                  ","BULGÀRIA                      ","Home",1,9905.9888,3888175.6405
"367",2,2015,"CA N ANGLADA                  ","GUINEA, LA                    ","Home",1,9905.9888,3888175.6405
"368",2,2015,"CA N ANGLADA                  ","MARROC, EL                    ","Dona",47,9905.9888,3888175.6405
"369",2,2014,"MONTSERRAT                    ","MARROC, EL                    ","Dona",6,9905.9888,3888175.6405
"370",2,2015,"MONTSERRAT                    ","MARROC, EL                    ","Dona",3,9905.9888,3888175.6405
"371",2,2014,"CA N ANGLADA                  ","PARAGUAI, EL                  ","Home",1,9905.9888,3888175.6405
"372",2,2014,"CA N ANGLADA                  ","SENEGAL, EL                   ","Dona",1,9905.9888,3888175.6405
"373",2,2014,"CA N ANGLADA                  ","SENEGAL, EL                   ","Home",2,9905.9888,3888175.6405
"374",2,2014,"CA N ANGLADA                  ","XINA, LA                      ","Dona",1,9905.9888,3888175.6405
"375",2,2013,"MONTSERRAT                    ","MARROC, EL                    ","Dona",8,9905.9888,3888175.6405
"376",2,2014,"CA N ANGLADA                  ","XINA, LA                      ","Home",1,9905.9888,3888175.6405
"377",2,2013,"SECTOR MONTSERRAT             ","ESPANYA                       ","Home",5,9905.9888,3888175.6405
"378",2,2015,"MONTSERRAT                    ","SENEGAL, EL                   ","Dona",2,9905.9888,3888175.6405
"379",2,2015,"CA N ANGLADA                  ","REPÚBLICA DOMINICANA, LA      ","Home",2,9905.9888,3888175.6405
"380",2,2016,"CA N ANGLADA                  ","ESPANYA                       ","Dona",9,9905.9888,3888175.6405
"381",2,2016,"CA N ANGLADA                  ","MARROC, EL                    ","Dona",11,9905.9888,3888175.6405
"382",2,2015,"CA N ANGLADA                  ","PARAGUAI, EL                  ","Dona",1,9905.9888,3888175.6405
"383",2,2015,"TORRE-SANA                    ","ESPANYA                       ","Dona",48,9905.9888,3888175.6405
"384",2,2015,"MONTSERRAT                    ","MARROC, EL                    ","Home",3,9905.9888,3888175.6405
"385",2,2015,"MONTSERRAT                    ","SENEGAL, EL                   ","Home",1,9905.9888,3888175.6405
"386",2,2015,"SECTOR MONTSERRAT             ","ESPANYA                       ","Home",2,9905.9888,3888175.6405
"387",2,2015,"MONTSERRAT                    ","ESPANYA                       ","Home",7,9905.9888,3888175.6405
"388",2,2015,"CA N ANGLADA                  ","XILE                          ","Home",1,9905.9888,3888175.6405
"389",2,2015,"CA N ANGLADA                  ","XINA, LA                      ","Home",1,9905.9888,3888175.6405
"390",2,2013,"SECTOR MONTSERRAT             ","ESPANYA                       ","Dona",3,9905.9888,3888175.6405
"391",2,2015,"VILARDELL                     ","ESPANYA                       ","Home",1,9905.9888,3888175.6405
"392",2,2013,"CA N ANGLADA                  ","XILE                          ","Home",1,9905.9888,3888175.6405
"393",2,2015,"TORRE-SANA                    ","ESPANYA                       ","Home",57,9905.9888,3888175.6405
"394",2,2015,"TORRE-SANA                    ","ROMANIA                       ","Dona",1,9905.9888,3888175.6405
"395",2,2013,"CA N ANGLADA                  ","UCRAÏNA                       ","Home",1,9905.9888,3888175.6405
"396",2,2015,"VILARDELL                     ","ESPANYA                       ","Dona",3,9905.9888,3888175.6405
"397",2,2015,"CA N ANGLADA                  ","SENEGAL, EL                   ","Dona",5,9905.9888,3888175.6405
"398",2,2015,"CA N ANGLADA                  ","SENEGAL, EL                   ","Home",1,9905.9888,3888175.6405
"399",2,2014,"VILARDELL                     ","ESPANYA                       ","Home",7,9905.9888,3888175.6405
"400",2,2014,"TORRE-SANA                    ","MARROC, EL                    ","Home",4,9905.9888,3888175.6405
"401",2,2015,"MONTSERRAT                    ","ESPANYA                       ","Dona",6,9905.9888,3888175.6405
"402",2,2014,"TORRE-SANA                    ","ESPANYA                       ","Home",59,9905.9888,3888175.6405
"403",3,2012,"CAN PALET                     ","SENEGAL, EL                   ","Home",2,19328.2396,12485000
"404",3,2012,"GUADALHORCE                   ","MARROC, EL                    ","Dona",4,19328.2396,12485000
"405",3,2012,"CAN PARELLADA                 ","ESPANYA                       ","Dona",22,19328.2396,12485000
"406",3,2012,"CAN PALET                     ","XINA, LA                      ","Home",1,19328.2396,12485000
"407",3,2012,"CAN PALET II                  ","ESPANYA                       ","Home",4,19328.2396,12485000
"408",3,2012,"GUADALHORCE                   ","ESPANYA                       ","Home",5,19328.2396,12485000
"409",3,2011,"CAN PALET                     ","BÈLGICA                       ","Dona",1,19328.2396,12485000
"410",3,2012,"LES FONTS                     ","ESPANYA                       ","Dona",21,19328.2396,12485000
"411",3,2012,"LES FONTS                     ","MARROC, EL                    ","Home",1,19328.2396,12485000
"412",3,2012,"CAN PALET                     ","FILIPINES, LES                ","Home",1,19328.2396,12485000
"413",3,2012,"SEGLE XX                      ","ESPANYA                       ","Dona",49,19328.2396,12485000
"414",3,2012,"SEGLE XX                      ","MARROC, EL                    ","Dona",4,19328.2396,12485000
"415",3,2012,"SEGLE XX                      ","MARROC, EL                    ","Home",6,19328.2396,12485000
"416",3,2012,"CAN PARELLADA                 ","SENEGAL, EL                   ","Dona",1,19328.2396,12485000
"417",3,2012,"CAN PALET II                  ","SENEGAL, EL                   ","Home",1,19328.2396,12485000
"418",3,2012,"XÚQUER                        ","ESPANYA                       ","Home",6,19328.2396,12485000
"419",3,2012,"CAN JOFRESA                   ","ESPANYA                       ","Home",7,19328.2396,12485000
"420",3,2012,"SEGLE XX                      ","POLÒNIA                       ","Home",1,19328.2396,12485000
"421",3,2012,"CAN PALET                     ","BOLÍVIA                       ","Dona",1,19328.2396,12485000
"422",3,2013,"LES FONTS                     ","ESPANYA                       ","Home",12,19328.2396,12485000
"423",3,2011,"CAN PALET                     ","ESPANYA                       ","Dona",64,19328.2396,12485000
"424",3,2012,"CAN PALET                     ","ARGENTINA, L                  ","Home",1,19328.2396,12485000
"425",3,2012,"SEGLE XX                      ","ALEMANYA                      ","Dona",1,19328.2396,12485000
"426",3,2012,"CAN PALET                     ","GÀMBIA                        ","Dona",2,19328.2396,12485000
"427",3,2012,"CAN PALET                     ","SENEGAL, EL                   ","Dona",1,19328.2396,12485000
"428",3,2012,"CAN PALET                     ","REPÚBLICA DOMINICANA, LA      ","Dona",1,19328.2396,12485000
"429",3,2013,"CAN PARELLADA                 ","MARROC, EL                    ","Home",1,19328.2396,12485000
"430",3,2012,"XÚQUER                        ","EQUADOR, L                    ","Home",2,19328.2396,12485000
"431",3,2013,"CAN PARELLADA                 ","POLÒNIA                       ","Home",1,19328.2396,12485000
"432",3,2012,"CAN PARELLADA                 ","MARROC, EL                    ","Home",6,19328.2396,12485000
"433",3,2011,"CAN JOFRESA                   ","MARROC, EL                    ","Dona",2,19328.2396,12485000
"434",3,2011,"CAN JOFRESA                   ","SENEGAL, EL                   ","Home",1,19328.2396,12485000
"435",3,2012,"CAN PARELLADA                 ","MARROC, EL                    ","Dona",3,19328.2396,12485000
"436",3,2013,"SEGLE XX                      ","CUBA                          ","Home",1,19328.2396,12485000
"437",3,2012,"LES FONTS                     ","XINA, LA                      ","Home",1,19328.2396,12485000
"438",3,2013,"SEGLE XX                      ","MARROC, EL                    ","Home",2,19328.2396,12485000
"439",3,2011,"XÚQUER                        ","ESPANYA                       ","Home",6,19328.2396,12485000
"440",3,2012,"CAN PALET                     ","GUINEA, LA                    ","Home",1,19328.2396,12485000
"441",3,2012,"CAN PALET                     ","MARROC, EL                    ","Dona",19,19328.2396,12485000
"442",3,2012,"CAN PALET                     ","NIGÈRIA                       ","Dona",1,19328.2396,12485000
"443",3,2013,"CAN PARELLADA                 ","PERÚ, EL                      ","Home",1,19328.2396,12485000
"444",3,2011,"CAN PALET                     ","SENEGAL, EL                   ","Home",1,19328.2396,12485000
"445",3,2013,"CAN PARELLADA                 ","ROMANIA                       ","Dona",1,19328.2396,12485000
"446",3,2013,"CAN PARELLADA                 ","SUÈCIA                        ","Home",1,19328.2396,12485000
"447",3,2013,"LES FONTS                     ","ESPANYA                       ","Dona",12,19328.2396,12485000
"448",3,2014,"CAN PALET II                  ","MARROC, EL                    ","Dona",1,19328.2396,12485000
"449",3,2014,"CAN PARELLADA                 ","ESPANYA                       ","Dona",23,19328.2396,12485000
"450",3,2013,"SEGLE XX                      ","ESPANYA                       ","Dona",32,19328.2396,12485000
"451",3,2011,"SEGLE XX                      ","MARROC, EL                    ","Home",5,19328.2396,12485000
"452",3,2014,"CAN PARELLADA                 ","SUÈCIA                        ","Home",1,19328.2396,12485000
"453",3,2011,"XÚQUER                        ","ROMANIA                       ","Home",1,19328.2396,12485000
"454",3,2011,"XÚQUER                        ","PERÚ, EL                      ","Home",1,19328.2396,12485000
"455",3,2016,"CAN JOFRESA                   ","MARROC, EL                    ","Dona",1,19328.2396,12485000
"456",3,2011,"CAN PALET                     ","SENEGAL, EL                   ","Dona",3,19328.2396,12485000
"457",3,2014,"CAN PALET                     ","ESPANYA                       ","Home",63,19328.2396,12485000
"458",3,2011,"CAN PALET                     ","XINA, LA                      ","Home",2,19328.2396,12485000
"459",3,2012,"CAN PALET II                  ","SENEGAL, EL                   ","Dona",1,19328.2396,12485000
"460",3,2012,"CAN PARELLADA                 ","ESPANYA                       ","Home",20,19328.2396,12485000
"461",3,2011,"CAN PALET II                  ","ESPANYA                       ","Home",2,19328.2396,12485000
"462",3,2011,"CAN PALET II                  ","MARROC, EL                    ","Home",6,19328.2396,12485000
"463",3,2014,"CAN PARELLADA                 ","ESPANYA                       ","Home",29,19328.2396,12485000
"464",3,2014,"CAN PARELLADA                 ","MARROC, EL                    ","Home",1,19328.2396,12485000
"465",3,2011,"CAN PARELLADA                 ","MARROC, EL                    ","Dona",5,19328.2396,12485000
"466",3,2011,"CAN PALET                     ","ESPANYA                       ","Home",57,19328.2396,12485000
"467",3,2011,"CAN PALET                     ","ÍNDIA, L                      ","Home",1,19328.2396,12485000
"468",3,2011,"CAN PALET                     ","ITÀLIA                        ","Dona",1,19328.2396,12485000
"469",3,2013,"CAN PARELLADA                 ","ESPANYA                       ","Home",29,19328.2396,12485000
"470",3,2012,"CAN PALET                     ","REPÚBLICA DOMINICANA, LA      ","Home",1,19328.2396,12485000
"471",3,2014,"CAN PALET                     ","ROMANIA                       ","Home",1,19328.2396,12485000
"472",3,2014,"CAN PALET                     ","SENEGAL, EL                   ","Home",2,19328.2396,12485000
"473",3,2014,"CAN PALET II                  ","ESPANYA                       ","Home",1,19328.2396,12485000
"474",3,2011,"P.I. SANTA EULÀLIA            ","MARROC, EL                    ","Dona",1,19328.2396,12485000
"475",3,2011,"SEGLE XX                      ","BOLÍVIA                       ","Dona",1,19328.2396,12485000
"476",3,2011,"CAN PALET II                  ","SENEGAL, EL                   ","Home",1,19328.2396,12485000
"477",3,2011,"CAN PARELLADA                 ","ESPANYA                       ","Dona",31,19328.2396,12485000
"478",3,2011,"SEGLE XX                      ","ESPANYA                       ","Home",31,19328.2396,12485000
"479",3,2011,"XÚQUER                        ","ESPANYA                       ","Dona",7,19328.2396,12485000
"480",3,2011,"XÚQUER                        ","MARROC, EL                    ","Home",2,19328.2396,12485000
"481",3,2012,"CAN PALET                     ","PORTUGAL                      ","Home",1,19328.2396,12485000
"482",3,2011,"CAN PALET                     ","MARROC, EL                    ","Home",24,19328.2396,12485000
"483",3,2014,"CAN JOFRESA                   ","ESPANYA                       ","Home",8,19328.2396,12485000
"484",3,2012,"CAN PALET                     ","XINA, LA                      ","Dona",2,19328.2396,12485000
"485",3,2012,"CAN PALET II                  ","ESPANYA                       ","Dona",2,19328.2396,12485000
"486",3,2011,"CAN PALET II                  ","ESPANYA                       ","Dona",5,19328.2396,12485000
"487",3,2016,"CAN PALET                     ","ESPANYA                       ","Home",14,19328.2396,12485000
"488",3,2016,"CAN PALET                     ","MARROC, EL                    ","Home",2,19328.2396,12485000
"489",3,2016,"CAN PALET                     ","PARAGUAI, EL                  ","Home",1,19328.2396,12485000
"490",3,2016,"CAN PARELLADA                 ","ESPANYA                       ","Dona",5,19328.2396,12485000
"491",3,2016,"CAN PARELLADA                 ","MARROC, EL                    ","Dona",1,19328.2396,12485000
"492",3,2016,"GUADALHORCE                   ","ESPANYA                       ","Home",1,19328.2396,12485000
"493",3,2014,"GUADALHORCE                   ","ALTRES PAÏSOS D ÀSIA          ","Dona",1,19328.2396,12485000
"494",3,2013,"SEGLE XX                      ","PERÚ, EL                      ","Dona",1,19328.2396,12485000
"495",3,2013,"CAN PARELLADA                 ","ESPANYA                       ","Dona",23,19328.2396,12485000
"496",3,2013,"XÚQUER                        ","ROMANIA                       ","Home",1,19328.2396,12485000
"497",3,2014,"CAN JOFRESA                   ","SENEGAL, EL                   ","Dona",2,19328.2396,12485000
"498",3,2016,"CAN PALET                     ","BRASIL, EL                    ","Dona",1,19328.2396,12485000
"499",3,2016,"CAN PALET                     ","ESPANYA                       ","Dona",17,19328.2396,12485000
"500",3,2012,"CAN PALET II                  ","MARROC, EL                    ","Dona",4,19328.2396,12485000
"501",3,2012,"CAN PALET II                  ","MARROC, EL                    ","Home",1,19328.2396,12485000
"502",3,2011,"CAN PALET                     ","EQUADOR, L                    ","Home",1,19328.2396,12485000
"503",3,2011,"CAN PALET                     ","GUINEA, LA                    ","Home",1,19328.2396,12485000
"504",3,2012,"GUADALHORCE                   ","BRASIL, EL                    ","Dona",1,19328.2396,12485000
"505",3,2012,"GUADALHORCE                   ","ESPANYA                       ","Dona",6,19328.2396,12485000
"506",3,2011,"CAN PARELLADA                 ","MARROC, EL                    ","Home",4,19328.2396,12485000
"507",3,2011,"CAN PARELLADA                 ","SENEGAL, EL                   ","Dona",1,19328.2396,12485000
"508",3,2013,"SEGLE XX                      ","POLÒNIA                       ","Dona",1,19328.2396,12485000
"509",3,2011,"GUADALHORCE                   ","REPÚBLICA DOMINICANA, LA      ","Dona",2,19328.2396,12485000
"510",3,2011,"CAN PALET                     ","ROMANIA                       ","Dona",1,19328.2396,12485000
"511",3,2011,"CAN JOFRESA                   ","ESPANYA                       ","Dona",6,19328.2396,12485000
"512",3,2011,"CAN JOFRESA                   ","ESPANYA                       ","Home",8,19328.2396,12485000
"513",3,2011,"LES FONTS                     ","MARROC, EL                    ","Home",2,19328.2396,12485000
"514",3,2011,"P.I. SANTA EULÀLIA            ","ESPANYA                       ","Dona",1,19328.2396,12485000
"515",3,2011,"SEGLE XX                      ","BANGLA DESH                   ","Dona",1,19328.2396,12485000
"516",3,2011,"SEGLE XX                      ","ESPANYA                       ","Dona",48,19328.2396,12485000
"517",3,2011,"SEGLE XX                      ","MARROC, EL                    ","Dona",2,19328.2396,12485000
"518",3,2012,"CAN PALET                     ","ESPANYA                       ","Home",68,19328.2396,12485000
"519",3,2012,"CAN PALET                     ","ITÀLIA                        ","Dona",1,19328.2396,12485000
"520",3,2012,"CAN PALET                     ","MARROC, EL                    ","Home",16,19328.2396,12485000
"521",3,2013,"CAN PALET II                  ","ESPANYA                       ","Home",2,19328.2396,12485000
"522",3,2014,"CAN JOFRESA                   ","ESPANYA                       ","Dona",7,19328.2396,12485000
"523",3,2016,"CAN PARELLADA                 ","ESPANYA                       ","Home",8,19328.2396,12485000
"524",3,2016,"GUADALHORCE                   ","ESPANYA                       ","Dona",2,19328.2396,12485000
"525",3,2015,"CAN JOFRESA                   ","ESPANYA                       ","Dona",3,19328.2396,12485000
"526",3,2015,"CAN JOFRESA                   ","ESPANYA                       ","Home",7,19328.2396,12485000
"527",3,2015,"CAN JOFRESA                   ","MARROC, EL                    ","Home",2,19328.2396,12485000
"528",3,2015,"CAN JOFRESA                   ","ROMANIA                       ","Dona",1,19328.2396,12485000
"529",3,2015,"CAN JOFRESA                   ","ROMANIA                       ","Home",1,19328.2396,12485000
"530",3,2015,"CAN PALET                     ","ARGENTINA, L                  ","Dona",1,19328.2396,12485000
"531",3,2015,"CAN PALET                     ","ESPANYA                       ","Home",69,19328.2396,12485000
"532",3,2015,"CAN PALET                     ","MARROC, EL                    ","Dona",8,19328.2396,12485000
"533",3,2016,"LES FONTS                     ","ESPANYA                       ","Dona",2,19328.2396,12485000
"534",3,2016,"LES FONTS                     ","MARROC, EL                    ","Home",1,19328.2396,12485000
"535",3,2016,"SEGLE XX                      ","ESPANYA                       ","Dona",13,19328.2396,12485000
"536",3,2016,"SEGLE XX                      ","MARROC, EL                    ","Dona",2,19328.2396,12485000
"537",3,2015,"GUADALHORCE                   ","ESPANYA                       ","Dona",3,19328.2396,12485000
"538",3,2015,"GUADALHORCE                   ","MARROC, EL                    ","Home",3,19328.2396,12485000
"539",3,2015,"GUADALHORCE                   ","SENEGAL, EL                   ","Dona",1,19328.2396,12485000
"540",3,2011,"CAN JOFRESA                   ","MARROC, EL                    ","Home",2,19328.2396,12485000
"541",3,2011,"CAN PALET                     ","COLÒMBIA                      ","Home",1,19328.2396,12485000
"542",3,2015,"LES FONTS                     ","SENEGAL, EL                   ","Home",1,19328.2396,12485000
"543",3,2015,"P.I. SANTA EULÀLIA            ","ESPANYA                       ","Dona",1,19328.2396,12485000
