"","DISTRICTE","DATA_REFERENCIA","BARRI","NACIONALITAT","SEXE","POBLACIO","perimeter","area"
"1225",5,2014,"POBLE NOU - ZONA ESPORTIVA    ","MARROC, EL                    ","Dona",1,31628.0051,31123000
"1226",5,2014,"POBLE NOU - ZONA ESPORTIVA    ","ESPANYA                       ","Dona",51,31628.0051,31123000
"1227",6,2011,"ÈGARA                         ","ESPANYA                       ","Home",14,18843.6971,10629000
"1228",6,2012,"DISSEMINATS                   ","ESPANYA                       ","Home",1,18843.6971,10629000
"1229",6,2012,"SANT PERE NORD                ","MARROC, EL                    ","Home",9,18843.6971,10629000
"1230",6,2011,"ÈGARA                         ","ESPANYA                       ","Dona",16,18843.6971,10629000
"1231",6,2013,"ÈGARA                         ","MARROC, EL                    ","Home",4,18843.6971,10629000
"1232",6,2012,"CAN TUSELL                    ","MARROC, EL                    ","Dona",1,18843.6971,10629000
"1233",6,2011,"ÈGARA                         ","EQUADOR, L                    ","Home",1,18843.6971,10629000
"1234",6,2012,"SANT PERE NORD                ","MARROC, EL                    ","Dona",11,18843.6971,10629000
"1235",6,2012,"SANT PERE NORD                ","MOLDÀVIA                      ","Dona",1,18843.6971,10629000
"1236",6,2012,"ÈGARA                         ","COLÒMBIA                      ","Dona",1,18843.6971,10629000
"1237",6,2011,"CAN TUSELL                    ","MARROC, EL                    ","Dona",1,18843.6971,10629000
"1238",6,2011,"ÈGARA                         ","SENEGAL, EL                   ","Dona",1,18843.6971,10629000
"1239",6,2012,"SANT PERE NORD                ","PAKISTAN, EL                  ","Home",1,18843.6971,10629000
"1240",6,2012,"SANT PERE NORD                ","ROMANIA                       ","Dona",1,18843.6971,10629000
"1241",6,2011,"ÈGARA                         ","MARROC, EL                    ","Home",11,18843.6971,10629000
"1242",6,2012,"SANT PERE NORD                ","ESPANYA                       ","Dona",58,18843.6971,10629000
"1243",6,2013,"SANT PERE NORD                ","PERÚ, EL                      ","Dona",1,18843.6971,10629000
"1244",6,2012,"ÈGARA                         ","ESPANYA                       ","Dona",18,18843.6971,10629000
"1245",6,2012,"ÈGARA                         ","ESPANYA                       ","Home",23,18843.6971,10629000
"1246",6,2012,"SANT PERE NORD                ","SENEGAL, EL                   ","Home",1,18843.6971,10629000
"1247",6,2012,"SANT PERE NORD                ","NIGÈRIA                       ","Home",1,18843.6971,10629000
"1248",6,2013,"ÈGARA                         ","ESPANYA                       ","Home",12,18843.6971,10629000
"1249",6,2013,"ÈGARA                         ","ROMANIA                       ","Home",1,18843.6971,10629000
"1250",6,2013,"SANT PERE NORD                ","ROMANIA                       ","Home",1,18843.6971,10629000
"1251",6,2012,"SANT PERE NORD                ","XINA, LA                      ","Dona",1,18843.6971,10629000
"1252",6,2012,"SANT PERE NORD                ","SENEGAL, EL                   ","Dona",1,18843.6971,10629000
"1253",6,2013,"SANT PERE NORD                ","REPÚBLICA DOMINICANA, LA      ","Dona",1,18843.6971,10629000
"1254",6,2012,"SANT PERE NORD                ","EL SALVADOR                   ","Dona",1,18843.6971,10629000
"1255",6,2013,"CAN TUSELL                    ","MARROC, EL                    ","Dona",2,18843.6971,10629000
"1256",6,2013,"CAN TUSELL                    ","SENEGAL, EL                   ","Dona",1,18843.6971,10629000
"1257",6,2013,"SANT LLORENÇ                  ","SENEGAL, EL                   ","Dona",1,18843.6971,10629000
"1258",6,2013,"SANT PERE NORD                ","BOLÍVIA                       ","Home",3,18843.6971,10629000
"1259",6,2013,"FONT DE L ESPARDENYERA        ","ESPANYA                       ","Dona",2,18843.6971,10629000
"1260",6,2012,"SANT PERE NORD                ","NIGÈRIA                       ","Dona",1,18843.6971,10629000
"1261",6,2013,"SANT PERE NORD                ","ESPANYA                       ","Dona",58,18843.6971,10629000
"1262",6,2013,"SANT PERE NORD                ","HONDURES                      ","Dona",1,18843.6971,10629000
"1263",6,2013,"ÈGARA                         ","XINA, LA                      ","Dona",1,18843.6971,10629000
"1264",6,2013,"LES ARENES - LA GRÍPIA - CAN M","ESPANYA                       ","Home",82,18843.6971,10629000
"1265",6,2012,"ÈGARA                         ","MARROC, EL                    ","Home",11,18843.6971,10629000
"1266",6,2012,"ÈGARA                         ","SENEGAL, EL                   ","Dona",1,18843.6971,10629000
"1267",6,2013,"SANT LLORENÇ                  ","ESPANYA                       ","Dona",10,18843.6971,10629000
"1268",6,2013,"SANT LLORENÇ                  ","MARROC, EL                    ","Home",15,18843.6971,10629000
"1269",6,2013,"SANT LLORENÇ                  ","ROMANIA                       ","Dona",1,18843.6971,10629000
"1270",6,2012,"LES ARENES - LA GRÍPIA - CAN M","MARROC, EL                    ","Dona",9,18843.6971,10629000
"1271",6,2013,"SANT PERE NORD                ","ESPANYA                       ","Home",69,18843.6971,10629000
"1272",6,2013,"SANT PERE NORD                ","COLÒMBIA                      ","Dona",1,18843.6971,10629000
"1273",6,2013,"SANT PERE NORD                ","EQUADOR, L                    ","Dona",1,18843.6971,10629000
"1274",6,2013,"SANT PERE NORD                ","PARAGUAI, EL                  ","Home",1,18843.6971,10629000
"1275",6,2016,"CAN TUSELL                    ","ESPANYA                       ","Dona",1,18843.6971,10629000
"1276",6,2016,"CAN TUSELL                    ","ESPANYA                       ","Home",4,18843.6971,10629000
"1277",6,2016,"ÈGARA                         ","BOLÍVIA                       ","Dona",1,18843.6971,10629000
"1278",6,2016,"ÈGARA                         ","MARROC, EL                    ","Dona",2,18843.6971,10629000
"1279",6,2016,"ÈGARA                         ","NIGÈRIA                       ","Dona",1,18843.6971,10629000
"1280",6,2012,"ÈGARA                         ","SENEGAL, EL                   ","Home",3,18843.6971,10629000
"1281",6,2012,"ÈGARA                         ","XILE                          ","Dona",1,18843.6971,10629000
"1282",6,2012,"LES ARENES - LA GRÍPIA - CAN M","ESPANYA                       ","Dona",86,18843.6971,10629000
"1283",6,2016,"SANT LLORENÇ                  ","ROMANIA                       ","Home",1,18843.6971,10629000
"1284",6,2016,"SANT PERE NORD                ","ESPANYA                       ","Home",16,18843.6971,10629000
"1285",6,2016,"SANT PERE NORD                ","SENEGAL, EL                   ","Home",1,18843.6971,10629000
"1286",6,2016,"SANT PERE NORD                ","XINA, LA                      ","Home",1,18843.6971,10629000
"1287",6,2013,"LES ARENES - LA GRÍPIA - CAN M","ESPANYA                       ","Dona",66,18843.6971,10629000
"1288",6,2013,"LES ARENES - LA GRÍPIA - CAN M","MARROC, EL                    ","Dona",6,18843.6971,10629000
"1289",6,2013,"LES ARENES - LA GRÍPIA - CAN M","MARROC, EL                    ","Home",3,18843.6971,10629000
"1290",6,2013,"LES ARENES - LA GRÍPIA - CAN M","PORTUGAL                      ","Home",2,18843.6971,10629000
"1291",6,2013,"LES ARENES - LA GRÍPIA - CAN M","RÚSSIA                        ","Dona",1,18843.6971,10629000
"1292",6,2013,"LES ARENES - LA GRÍPIA - CAN M","RÚSSIA                        ","Home",1,18843.6971,10629000
"1293",6,2013,"SANT LLORENÇ                  ","ALGÈRIA                       ","Dona",1,18843.6971,10629000
"1294",6,2012,"SANT PERE NORD                ","DINAMARCA                     ","Home",1,18843.6971,10629000
"1295",6,2016,"SANT LLORENÇ                  ","ESPANYA                       ","Home",4,18843.6971,10629000
"1296",6,2012,"SANT PERE NORD                ","ESPANYA                       ","Home",64,18843.6971,10629000
"1297",6,2012,"SANT PERE NORD                ","HONDURES                      ","Home",1,18843.6971,10629000
"1298",6,2013,"CAN TUSELL                    ","ESPANYA                       ","Home",6,18843.6971,10629000
"1299",6,2013,"ÈGARA                         ","ARGENTINA, L                  ","Home",1,18843.6971,10629000
"1300",6,2013,"ÈGARA                         ","ESPANYA                       ","Dona",19,18843.6971,10629000
"1301",6,2013,"ÈGARA                         ","GUATEMALA                     ","Dona",1,18843.6971,10629000
"1302",6,2013,"ÈGARA                         ","MARROC, EL                    ","Dona",4,18843.6971,10629000
"1303",6,2013,"SANT PERE NORD                ","MARROC, EL                    ","Home",7,18843.6971,10629000
"1304",6,2013,"SANT PERE NORD                ","ROMANIA                       ","Dona",1,18843.6971,10629000
"1305",6,2013,"LES ARENES - LA GRÍPIA - CAN M","SENEGAL, EL                   ","Home",2,18843.6971,10629000
"1306",6,2013,"LES ARENES - LA GRÍPIA - CAN M","SÍRIA                         ","Home",1,18843.6971,10629000
"1307",6,2013,"SANT LLORENÇ                  ","EQUADOR, L                    ","Home",1,18843.6971,10629000
"1308",6,2012,"SANT PERE NORD                ","EQUADOR, L                    ","Home",2,18843.6971,10629000
"1309",6,2013,"SANT LLORENÇ                  ","MARROC, EL                    ","Dona",5,18843.6971,10629000
"1310",6,2013,"SANT LLORENÇ                  ","REPÚBLICA DOMINICANA, LA      ","Home",1,18843.6971,10629000
"1311",6,2014,"LES ARENES - LA GRÍPIA - CAN M","ROMANIA                       ","Home",1,18843.6971,10629000
"1312",6,2013,"SANT PERE NORD                ","ITÀLIA                        ","Home",1,18843.6971,10629000
"1313",6,2013,"SANT PERE NORD                ","MARROC, EL                    ","Dona",13,18843.6971,10629000
"1314",6,2014,"SANT PERE NORD                ","BRASIL, EL                    ","Home",1,18843.6971,10629000
"1315",6,2014,"SANT PERE NORD                ","MARROC, EL                    ","Dona",12,18843.6971,10629000
"1316",6,2014,"SANT PERE NORD                ","PAKISTAN, EL                  ","Home",1,18843.6971,10629000
"1317",6,2014,"SANT PERE NORD                ","REPÚBLICA DOMINICANA, LA      ","Home",2,18843.6971,10629000
"1318",6,2014,"SANT PERE NORD                ","XINA, LA                      ","Home",1,18843.6971,10629000
"1319",6,2013,"SANT PERE NORD                ","XINA, LA                      ","Home",2,18843.6971,10629000
"1320",6,2016,"LES ARENES - LA GRÍPIA - CAN M","ESPANYA                       ","Home",17,18843.6971,10629000
"1321",6,2013,"SANT LLORENÇ                  ","ESPANYA                       ","Home",12,18843.6971,10629000
"1322",6,2013,"CAN TUSELL                    ","ESPANYA                       ","Dona",3,18843.6971,10629000
"1323",6,2014,"CAN TUSELL                    ","ESPANYA                       ","Dona",10,18843.6971,10629000
"1324",6,2014,"CAN TUSELL                    ","MARROC, EL                    ","Home",2,18843.6971,10629000
"1325",6,2014,"DISSEMINATS                   ","ESPANYA                       ","Home",1,18843.6971,10629000
"1326",6,2014,"ÈGARA                         ","ESPANYA                       ","Home",22,18843.6971,10629000
"1327",6,2014,"ÈGARA                         ","PAKISTAN, EL                  ","Home",1,18843.6971,10629000
"1328",6,2014,"ÈGARA                         ","SENEGAL, EL                   ","Home",1,18843.6971,10629000
"1329",6,2014,"ÈGARA                         ","XILE                          ","Home",1,18843.6971,10629000
"1330",6,2014,"LES ARENES - LA GRÍPIA - CAN M","ESPANYA                       ","Dona",88,18843.6971,10629000
"1331",6,2014,"LES ARENES - LA GRÍPIA - CAN M","MARROC, EL                    ","Home",3,18843.6971,10629000
"1332",6,2014,"LES ARENES - LA GRÍPIA - CAN M","RÚSSIA                        ","Home",1,18843.6971,10629000
"1333",6,2014,"LES ARENES - LA GRÍPIA - CAN M","XINA, LA                      ","Home",1,18843.6971,10629000
"1334",6,2014,"SANT LLORENÇ                  ","BOLÍVIA                       ","Home",1,18843.6971,10629000
"1335",6,2014,"SANT LLORENÇ                  ","EQUADOR, L                    ","Dona",1,18843.6971,10629000
"1336",6,2014,"SANT LLORENÇ                  ","ESPANYA                       ","Dona",11,18843.6971,10629000
"1337",6,2014,"SANT LLORENÇ                  ","ESPANYA                       ","Home",16,18843.6971,10629000
"1338",6,2014,"SANT LLORENÇ                  ","MARROC, EL                    ","Home",5,18843.6971,10629000
"1339",6,2014,"SANT LLORENÇ                  ","SENEGAL, EL                   ","Dona",1,18843.6971,10629000
"1340",6,2014,"SANT LLORENÇ                  ","SENEGAL, EL                   ","Home",1,18843.6971,10629000
"1341",6,2014,"SANT PERE NORD                ","EQUADOR, L                    ","Dona",2,18843.6971,10629000
"1342",6,2014,"SANT PERE NORD                ","ESPANYA                       ","Dona",58,18843.6971,10629000
"1343",6,2014,"ÈGARA                         ","BOLÍVIA                       ","Home",1,18843.6971,10629000
"1344",6,2014,"ÈGARA                         ","ESPANYA                       ","Dona",8,18843.6971,10629000
"1345",6,2014,"ÈGARA                         ","MALI                          ","Home",1,18843.6971,10629000
"1346",6,2014,"ÈGARA                         ","MARROC, EL                    ","Dona",7,18843.6971,10629000
"1347",6,2014,"ÈGARA                         ","MARROC, EL                    ","Home",6,18843.6971,10629000
"1348",6,2014,"ÈGARA                         ","XINA, LA                      ","Home",1,18843.6971,10629000
"1349",6,2014,"LES ARENES - LA GRÍPIA - CAN M","ESPANYA                       ","Home",78,18843.6971,10629000
"1350",6,2014,"LES ARENES - LA GRÍPIA - CAN M","MARROC, EL                    ","Dona",5,18843.6971,10629000
"1351",6,2011,"SANT LLORENÇ                  ","CUBA                          ","Dona",2,18843.6971,10629000
"1352",6,2014,"LES ARENES - LA GRÍPIA - CAN M","UCRAÏNA                       ","Dona",1,18843.6971,10629000
"1353",6,2014,"SANT LLORENÇ                  ","MARROC, EL                    ","Dona",4,18843.6971,10629000
"1354",6,2011,"SANT PERE NORD                ","BULGÀRIA                      ","Dona",1,18843.6971,10629000
"1355",6,2011,"SANT PERE NORD                ","COLÒMBIA                      ","Dona",1,18843.6971,10629000
"1356",6,2011,"SANT PERE NORD                ","MARROC, EL                    ","Dona",11,18843.6971,10629000
"1357",6,2011,"SANT PERE NORD                ","PORTUGAL                      ","Dona",1,18843.6971,10629000
"1358",6,2011,"SANT PERE NORD                ","ROMANIA                       ","Home",1,18843.6971,10629000
"1359",6,2011,"SANT PERE NORD                ","UCRAÏNA                       ","Home",1,18843.6971,10629000
"1360",6,2011,"SANT PERE NORD                ","XINA, LA                      ","Home",1,18843.6971,10629000
"1361",6,2016,"LES ARENES - LA GRÍPIA - CAN M","MARROC, EL                    ","Home",1,18843.6971,10629000
"1362",6,2011,"FONT DE L ESPARDENYERA        ","ESPANYA                       ","Home",1,18843.6971,10629000
"1363",6,2011,"LES ARENES - LA GRÍPIA - CAN M","COLÒMBIA                      ","Dona",1,18843.6971,10629000
"1364",6,2011,"LES ARENES - LA GRÍPIA - CAN M","ESPANYA                       ","Dona",103,18843.6971,10629000
"1365",6,2011,"LES ARENES - LA GRÍPIA - CAN M","ESPANYA                       ","Home",101,18843.6971,10629000
"1366",6,2011,"LES ARENES - LA GRÍPIA - CAN M","GEÒRGIA                       ","Home",1,18843.6971,10629000
"1367",6,2011,"LES ARENES - LA GRÍPIA - CAN M","HONDURES                      ","Home",1,18843.6971,10629000
"1368",6,2011,"LES ARENES - LA GRÍPIA - CAN M","MARROC, EL                    ","Home",8,18843.6971,10629000
"1369",6,2011,"LES ARENES - LA GRÍPIA - CAN M","POLÒNIA                       ","Home",1,18843.6971,10629000
"1370",6,2011,"LES ARENES - LA GRÍPIA - CAN M","XINA, LA                      ","Home",2,18843.6971,10629000
"1371",6,2011,"SANT LLORENÇ                  ","ESPANYA                       ","Home",14,18843.6971,10629000
"1372",6,2011,"SANT LLORENÇ                  ","MARROC, EL                    ","Home",11,18843.6971,10629000
"1373",6,2011,"SANT LLORENÇ                  ","PAKISTAN, EL                  ","Dona",1,18843.6971,10629000
"1374",6,2011,"SANT LLORENÇ                  ","SENEGAL, EL                   ","Home",1,18843.6971,10629000
"1375",6,2011,"SANT PERE NORD                ","EQUADOR, L                    ","Dona",1,18843.6971,10629000
"1376",6,2011,"SANT PERE NORD                ","EQUADOR, L                    ","Home",2,18843.6971,10629000
"1377",6,2011,"SANT PERE NORD                ","ESPANYA                       ","Dona",61,18843.6971,10629000
"1378",6,2011,"SANT PERE NORD                ","ESPANYA                       ","Home",69,18843.6971,10629000
"1379",6,2011,"SANT PERE NORD                ","MARROC, EL                    ","Home",9,18843.6971,10629000
"1380",6,2011,"SANT PERE NORD                ","SENEGAL, EL                   ","Dona",1,18843.6971,10629000
"1381",6,2011,"SANT PERE NORD                ","SENEGAL, EL                   ","Home",1,18843.6971,10629000
"1382",6,2011,"SANT PERE NORD                ","URUGUAI, L                    ","Dona",1,18843.6971,10629000
"1383",6,2014,"SANT PERE NORD                ","ESPANYA                       ","Home",66,18843.6971,10629000
"1384",6,2014,"SANT PERE NORD                ","MARROC, EL                    ","Home",10,18843.6971,10629000
"1385",6,2014,"SANT PERE NORD                ","PARAGUAI, EL                  ","Dona",1,18843.6971,10629000
"1386",6,2011,"ÈGARA                         ","SENEGAL, EL                   ","Home",2,18843.6971,10629000
"1387",6,2011,"LES ARENES - LA GRÍPIA - CAN M","ARGENTINA, L                  ","Dona",1,18843.6971,10629000
"1388",6,2011,"LES ARENES - LA GRÍPIA - CAN M","MARROC, EL                    ","Dona",9,18843.6971,10629000
"1389",6,2011,"LES ARENES - LA GRÍPIA - CAN M","REPÚBLICA DOMINICANA, LA      ","Home",2,18843.6971,10629000
"1390",6,2011,"LES ARENES - LA GRÍPIA - CAN M","ROMANIA                       ","Home",2,18843.6971,10629000
"1391",6,2012,"CAN TUSELL                    ","ESPANYA                       ","Dona",9,18843.6971,10629000
"1392",6,2012,"CAN TUSELL                    ","ESPANYA                       ","Home",10,18843.6971,10629000
"1393",6,2012,"CAN TUSELL                    ","MARROC, EL                    ","Home",3,18843.6971,10629000
"1394",6,2012,"CAN TUSELL                    ","SENEGAL, EL                   ","Dona",1,18843.6971,10629000
"1395",6,2012,"ÈGARA                         ","EQUADOR, L                    ","Dona",1,18843.6971,10629000
"1396",6,2012,"ÈGARA                         ","ITÀLIA                        ","Home",1,18843.6971,10629000
"1397",6,2012,"ÈGARA                         ","MARROC, EL                    ","Dona",12,18843.6971,10629000
"1398",6,2012,"ÈGARA                         ","MOLDÀVIA                      ","Home",1,18843.6971,10629000
"1399",6,2012,"ÈGARA                         ","NIGÈRIA                       ","Home",1,18843.6971,10629000
"1400",6,2012,"ÈGARA                         ","REPÚBLICA DOMINICANA, LA      ","Home",1,18843.6971,10629000
"1401",6,2012,"ÈGARA                         ","UCRAÏNA                       ","Dona",1,18843.6971,10629000
"1402",6,2012,"FONT DE L ESPARDENYERA        ","ESPANYA                       ","Home",1,18843.6971,10629000
"1403",6,2012,"LES ARENES - LA GRÍPIA - CAN M","EQUADOR, L                    ","Dona",1,18843.6971,10629000
"1404",6,2012,"LES ARENES - LA GRÍPIA - CAN M","ESPANYA                       ","Home",103,18843.6971,10629000
"1405",6,2012,"LES ARENES - LA GRÍPIA - CAN M","MARROC, EL                    ","Home",12,18843.6971,10629000
"1406",6,2012,"LES ARENES - LA GRÍPIA - CAN M","NIGÈRIA                       ","Home",1,18843.6971,10629000
"1407",6,2012,"LES ARENES - LA GRÍPIA - CAN M","PERÚ, EL                      ","Dona",1,18843.6971,10629000
"1408",6,2012,"LES ARENES - LA GRÍPIA - CAN M","REPÚBLICA DOMINICANA, LA      ","Dona",2,18843.6971,10629000
"1409",6,2012,"LES ARENES - LA GRÍPIA - CAN M","SENEGAL, EL                   ","Home",1,18843.6971,10629000
"1410",6,2012,"LES ARENES - LA GRÍPIA - CAN M","UCRAÏNA                       ","Home",1,18843.6971,10629000
"1411",6,2012,"LES ARENES - LA GRÍPIA - CAN M","VENEÇUELA                     ","Home",1,18843.6971,10629000
"1412",6,2012,"SANT LLORENÇ                  ","ESPANYA                       ","Home",15,18843.6971,10629000
"1413",6,2012,"SANT LLORENÇ                  ","ROMANIA                       ","Home",1,18843.6971,10629000
"1414",6,2012,"SANT LLORENÇ                  ","SENEGAL, EL                   ","Home",1,18843.6971,10629000
"1415",6,2012,"SANT PERE NORD                ","BOLÍVIA                       ","Home",1,18843.6971,10629000
"1416",6,2015,"CAN TUSELL                    ","MARROC, EL                    ","Dona",1,18843.6971,10629000
"1417",6,2015,"ÈGARA                         ","EQUADOR, L                    ","Home",1,18843.6971,10629000
"1418",6,2015,"ÈGARA                         ","ESPANYA                       ","Dona",14,18843.6971,10629000
"1419",6,2015,"ÈGARA                         ","ESPANYA                       ","Home",22,18843.6971,10629000
"1420",6,2015,"ÈGARA                         ","HONDURES                      ","Home",1,18843.6971,10629000
"1421",6,2015,"ÈGARA                         ","MARROC, EL                    ","Home",5,18843.6971,10629000
"1422",6,2015,"ÈGARA                         ","SENEGAL, EL                   ","Dona",3,18843.6971,10629000
"1423",6,2015,"ÈGARA                         ","SENEGAL, EL                   ","Home",1,18843.6971,10629000
"1424",6,2015,"ÈGARA                         ","XINA, LA                      ","Home",1,18843.6971,10629000
"1425",6,2015,"LES ARENES - LA GRÍPIA - CAN M","MARROC, EL                    ","Dona",4,18843.6971,10629000
"1426",6,2015,"LES ARENES - LA GRÍPIA - CAN M","ROMANIA                       ","Home",1,18843.6971,10629000
"1427",6,2015,"SANT LLORENÇ                  ","DOMINICA                      ","Home",1,18843.6971,10629000
"1428",6,2015,"SANT LLORENÇ                  ","MARROC, EL                    ","Dona",11,18843.6971,10629000
"1429",6,2015,"SANT LLORENÇ                  ","XINA, LA                      ","Home",1,18843.6971,10629000
"1430",6,2015,"SANT PERE NORD                ","BOLÍVIA                       ","Dona",3,18843.6971,10629000
"1431",6,2015,"SANT PERE NORD                ","COLÒMBIA                      ","Dona",2,18843.6971,10629000
"1432",6,2015,"SANT PERE NORD                ","MARROC, EL                    ","Dona",8,18843.6971,10629000
"1433",6,2015,"SANT PERE NORD                ","PARAGUAI, EL                  ","Dona",1,18843.6971,10629000
"1434",6,2015,"SANT PERE NORD                ","XINA, LA                      ","Home",1,18843.6971,10629000
"1435",6,2012,"LES ARENES - LA GRÍPIA - CAN M","PERÚ, EL                      ","Home",1,18843.6971,10629000
"1436",6,2012,"LES ARENES - LA GRÍPIA - CAN M","REPÚBLICA DOMINICANA, LA      ","Home",1,18843.6971,10629000
"1437",6,2012,"LES ARENES - LA GRÍPIA - CAN M","SENEGAL, EL                   ","Dona",2,18843.6971,10629000
"1438",6,2012,"SANT LLORENÇ                  ","BOLÍVIA                       ","Home",1,18843.6971,10629000
"1439",6,2012,"SANT LLORENÇ                  ","EQUADOR, L                    ","Dona",2,18843.6971,10629000
"1440",6,2012,"SANT LLORENÇ                  ","ESPANYA                       ","Dona",9,18843.6971,10629000
"1441",6,2012,"SANT LLORENÇ                  ","GUINEA EQUATORIAL, LA         ","Dona",1,18843.6971,10629000
"1442",6,2012,"SANT LLORENÇ                  ","MARROC, EL                    ","Dona",10,18843.6971,10629000
"1443",6,2012,"SANT LLORENÇ                  ","MARROC, EL                    ","Home",10,18843.6971,10629000
"1444",6,2012,"SANT LLORENÇ                  ","SENEGAL, EL                   ","Dona",2,18843.6971,10629000
"1445",6,2012,"SANT PERE NORD                ","COLÒMBIA                      ","Dona",1,18843.6971,10629000
"1446",6,2015,"CAN TUSELL                    ","ESPANYA                       ","Dona",6,18843.6971,10629000
"1447",6,2015,"CAN TUSELL                    ","ESPANYA                       ","Home",5,18843.6971,10629000
"1448",6,2015,"ÈGARA                         ","ITÀLIA                        ","Home",1,18843.6971,10629000
"1449",6,2015,"ÈGARA                         ","MARROC, EL                    ","Dona",9,18843.6971,10629000
"1450",6,2015,"ÈGARA                         ","REPÚBLICA DOMINICANA, LA      ","Dona",1,18843.6971,10629000
"1451",6,2015,"FONT DE L ESPARDENYERA        ","ESPANYA                       ","Dona",1,18843.6971,10629000
"1452",6,2015,"LES ARENES - LA GRÍPIA - CAN M","ESPANYA                       ","Dona",90,18843.6971,10629000
"1453",6,2015,"LES ARENES - LA GRÍPIA - CAN M","ESPANYA                       ","Home",63,18843.6971,10629000
"1454",6,2015,"LES ARENES - LA GRÍPIA - CAN M","MARROC, EL                    ","Home",8,18843.6971,10629000
"1455",6,2015,"LES ARENES - LA GRÍPIA - CAN M","ROMANIA                       ","Dona",1,18843.6971,10629000
"1456",6,2015,"SANT LLORENÇ                  ","ESPANYA                       ","Dona",12,18843.6971,10629000
"1457",6,2015,"SANT LLORENÇ                  ","ESPANYA                       ","Home",15,18843.6971,10629000
"1458",6,2015,"SANT LLORENÇ                  ","GUINEA EQUATORIAL, LA         ","Home",1,18843.6971,10629000
"1459",6,2015,"SANT LLORENÇ                  ","MARROC, EL                    ","Home",7,18843.6971,10629000
"1460",6,2015,"SANT LLORENÇ                  ","SENEGAL, EL                   ","Dona",1,18843.6971,10629000
"1461",6,2015,"SANT LLORENÇ                  ","SENEGAL, EL                   ","Home",1,18843.6971,10629000
"1462",6,2015,"SANT PERE NORD                ","ARGENTINA, L                  ","Dona",1,18843.6971,10629000
"1463",6,2015,"SANT PERE NORD                ","BOLÍVIA                       ","Home",1,18843.6971,10629000
"1464",6,2015,"SANT PERE NORD                ","BRASIL, EL                    ","Home",1,18843.6971,10629000
"1465",6,2015,"SANT PERE NORD                ","ESPANYA                       ","Dona",59,18843.6971,10629000
"1466",6,2015,"SANT PERE NORD                ","ESPANYA                       ","Home",50,18843.6971,10629000
"1467",6,2015,"SANT PERE NORD                ","GEÒRGIA                       ","Dona",1,18843.6971,10629000
"1468",6,2015,"SANT PERE NORD                ","MARROC, EL                    ","Home",13,18843.6971,10629000
"1469",6,2015,"SANT PERE NORD                ","PARAGUAI, EL                  ","Home",1,18843.6971,10629000
"1470",6,2015,"SANT PERE NORD                ","POLÒNIA                       ","Dona",1,18843.6971,10629000
"1471",6,2015,"SANT PERE NORD                ","REPÚBLICA DEM. DEL CONGO      ","Home",1,18843.6971,10629000
"1472",6,2015,"SANT PERE NORD                ","SENEGAL, EL                   ","Dona",1,18843.6971,10629000
"1473",6,2011,"SANT LLORENÇ                  ","ESPANYA                       ","Dona",8,18843.6971,10629000
"1474",6,2011,"SANT LLORENÇ                  ","MARROC, EL                    ","Dona",10,18843.6971,10629000
"1475",6,2011,"SANT LLORENÇ                  ","SENEGAL, EL                   ","Dona",3,18843.6971,10629000
"1476",6,2011,"CAN TUSELL                    ","ESPANYA                       ","Dona",9,18843.6971,10629000
"1477",6,2011,"CAN TUSELL                    ","ESPANYA                       ","Home",13,18843.6971,10629000
"1478",6,2011,"CAN TUSELL                    ","MARROC, EL                    ","Home",2,18843.6971,10629000
"1479",6,2011,"ÈGARA                         ","COLÒMBIA                      ","Dona",1,18843.6971,10629000
"1480",6,2011,"ÈGARA                         ","MARROC, EL                    ","Dona",9,18843.6971,10629000
"1481",6,2011,"ÈGARA                         ","REPÚBLICA DOMINICANA, LA      ","Home",1,18843.6971,10629000
"1482",6,2011,"ÈGARA                         ","ROMANIA                       ","Home",1,18843.6971,10629000
"1483",6,2016,"ÈGARA                         ","ESPANYA                       ","Dona",2,18843.6971,10629000
"1484",6,2016,"ÈGARA                         ","ESPANYA                       ","Home",4,18843.6971,10629000
"1485",6,2016,"ÈGARA                         ","MARROC, EL                    ","Home",3,18843.6971,10629000
"1486",6,2016,"ÈGARA                         ","SENEGAL, EL                   ","Home",2,18843.6971,10629000
"1487",6,2016,"LES ARENES - LA GRÍPIA - CAN M","ESPANYA                       ","Dona",15,18843.6971,10629000
"1488",6,2016,"LES ARENES - LA GRÍPIA - CAN M","MARROC, EL                    ","Dona",3,18843.6971,10629000
"1489",6,2016,"SANT LLORENÇ                  ","CAMERUN, EL                   ","Home",1,18843.6971,10629000
"1490",6,2016,"SANT LLORENÇ                  ","ESPANYA                       ","Dona",3,18843.6971,10629000
"1491",6,2016,"SANT LLORENÇ                  ","MARROC, EL                    ","Home",3,18843.6971,10629000
"1492",6,2016,"SANT PERE NORD                ","ESPANYA                       ","Dona",16,18843.6971,10629000
"1493",6,2016,"SANT PERE NORD                ","GEÒRGIA                       ","Dona",1,18843.6971,10629000
"1494",6,2016,"SANT PERE NORD                ","MARROC, EL                    ","Dona",3,18843.6971,10629000
"1495",6,2016,"SANT PERE NORD                ","MARROC, EL                    ","Home",4,18843.6971,10629000
